"","SiteSubsitePlot","mat","warmq","coldq","prec"
"2142","ENDALEN:BIS-L:BIS-L10",-6.5,4,-14.9,325
"2143","AUDKULUHEIDI:BETULAHEATH:1",0.5,8.2,-5.4,507
"2144","AUDKULUHEIDI:BETULAHEATH:2",0.5,8.2,-5.4,507
"2145","AUDKULUHEIDI:BETULAHEATH:3",0.5,8.2,-5.4,507
"2146","AUDKULUHEIDI:BETULAHEATH:4",0.5,8.2,-5.4,507
"2147","AUDKULUHEIDI:BETULAHEATH:5",0.5,8.2,-5.4,507
"2148","AUDKULUHEIDI:BETULAHEATH:6",0.5,8.2,-5.4,507
"2149","AUDKULUHEIDI:BETULAHEATH:7",0.5,8.2,-5.4,507
"2150","AUDKULUHEIDI:BETULAHEATH:8",0.5,8.2,-5.4,507
"2151","AUDKULUHEIDI:BETULAHEATH:9",0.5,8.2,-5.4,507
"2152","AUDKULUHEIDI:BETULAHEATH:10",0.5,8.2,-5.4,507
"2153","THINGVELLIR:MOSS HEATH:1",3.9,10.7,-1.1,1257
"2154","THINGVELLIR:MOSS HEATH:3",3.9,10.7,-1.1,1257
"2155","THINGVELLIR:MOSS HEATH:4",3.9,10.7,-1.1,1257
"2156","THINGVELLIR:MOSS HEATH:8",3.9,10.7,-1.1,1257
"2157","THINGVELLIR:MOSS HEATH:9",3.9,10.7,-1.1,1257
"2158","THINGVELLIR:MOSS HEATH:10",3.9,10.7,-1.1,1257
"2159","THINGVELLIR:MOSS HEATH:2",3.9,10.7,-1.1,1257
"2160","THINGVELLIR:MOSS HEATH:5",3.9,10.7,-1.1,1257
"2161","THINGVELLIR:MOSS HEATH:6",3.9,10.7,-1.1,1257
"2162","THINGVELLIR:MOSS HEATH:7",3.9,10.7,-1.1,1257
"2163","QHI:HE:1",-9.4,7.6,-24.2,164
"2164","QHI:HE:2",-9.4,7.6,-24.2,164
"2165","QHI:HE:5",-9.4,7.6,-24.2,164
"2166","QHI:HE:3",-9.4,7.6,-24.2,164
"2167","QHI:HE:6",-9.4,7.6,-24.2,164
"2168","QHI:KO:1",-9.4,7.6,-24.2,164
"2169","QHI:KO:2",-9.4,7.6,-24.2,164
"2170","QHI:KO:3",-9.4,7.6,-24.2,164
"2171","QHI:KO:4",-9.4,7.6,-24.2,164
"2172","QHI:KO:6",-9.4,7.6,-24.2,164
"2173","QHI:KO:5",-9.4,7.6,-24.2,164
"2174","QHI:HE:4",-9.4,7.6,-24.2,164
