"","SiteSubsitePlotYear","SiteSubsitePlot","SiteSubsite","SITE","SUBSITE","PLOT","YEAR","STATUS","TISSUE","ValueType","ORIGINAL_NAME","GENUS","GFNARROWwalker","SPECIES_NAME","TREATMENT","RelCover","MOISTURE","LAT","LONG","ELEV","AZONE","SurveyedArea","AlpArc","lat_grid","lon_grid","gridcell","Region","Method","FuncGroup","PlotYearFuncCover","PlotYearDominatingFG","ShrubCover","GraminoidCover","ForbCover","DominatingFG","PlotShrubMean","PlotForbMean","PlotGraminoidMean","AnnualRichness","MeanRichness","Richness","Duration"
"3941","ATQASUK:AG:AGCG05:2016","ATQASUK:AG:AGCG05","ATQASUK:AG","ATQASUK","AG","AGCG05",2016,"LIVE",NA,"pf_all_XY","Cassiope tetragona","Cassiope","SEVER","Cassiope tetragona","CTL",10.7692307692308,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",47.6923076923077,"None",47.6923076923077,52.3076923076923,0,"Graminoid-Dominated",49.8200126327057,0,50.1799873672943,4,5,4,9
"3942","ATQASUK:AG:AGCG06:2016","ATQASUK:AG:AGCG06","ATQASUK:AG","ATQASUK","AG","AGCG06",2016,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",30.379746835443,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",44.3037974683544,"None",53.1645569620253,44.3037974683544,2.53164556962025,"Shrub-Dominated",57.7893924661147,2.9847236435554,39.2258838903299,7,7,7,9
"3943","ATQASUK:AG:AGCG07:2016","ATQASUK:AG:AGCG07","ATQASUK:AG","ATQASUK","AG","AGCG07",2016,"LIVE",NA,"pf_all_XY","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",98.2758620689655,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",100,"Graminoid-Dominated",0,100,0,"Graminoid-Dominated",0,0.72463768115942,99.2753623188406,2,2,2,9
"3944","ATQASUK:AG:AGCG10:2016","ATQASUK:AG:AGCG10","ATQASUK:AG","ATQASUK","AG","AGCG10",2016,"LIVE",NA,"pf_all_XY","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",88.8888888888889,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",88.8888888888889,"Graminoid-Dominated",11.1111111111111,88.8888888888889,0,"Graminoid-Dominated",12.3015873015873,0,87.6984126984127,3,4,3,9
"3945","ATQASUK:AG:AGCG11:2016","ATQASUK:AG:AGCG11","ATQASUK:AG","ATQASUK","AG","AGCG11",2016,"LIVE",NA,"pf_all_XY","Betula nana","Betula","SDECI","Betula nana","CTL",26.3157894736842,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",46.0526315789474,"None",46.0526315789474,53.9473684210526,0,"Graminoid-Dominated",52.0738786451071,1.09032512705306,46.8357962278399,6,8,6,9
"3946","ATQASUK:AG:AGCH11:2016","ATQASUK:AG:AGCH11","ATQASUK:AG","ATQASUK","AG","AGCH11",2016,"LIVE",NA,"pf_all_XY","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",28.0487804878049,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",30.4878048780488,"None",65.8536585365854,30.4878048780488,3.65853658536585,"Shrub-Dominated",66.2646580326604,7.60288533237113,26.1324566349684,5,6,5,9
"3947","ATQASUK:AG:AGCH10:2016","ATQASUK:AG:AGCH10","ATQASUK:AG","ATQASUK","AG","AGCH10",2016,"LIVE",NA,"pf_all_XY","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",96.2962962962963,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",100,"Graminoid-Dominated",0,100,0,"Graminoid-Dominated",0,0,100,2,1,2,9
"3948","ATQASUK:AG:AGCH06:2016","ATQASUK:AG:AGCH06","ATQASUK:AG","ATQASUK","AG","AGCH06",2016,"LIVE",NA,"pf_all_XY","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",100,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",100,"Graminoid-Dominated",0,100,0,"Graminoid-Dominated",0,0,100,1,2,1,7
"3949","ATQASUK:AG:AGCH04:2016","ATQASUK:AG:AGCH04","ATQASUK:AG","ATQASUK","AG","AGCH04",2016,"LIVE",NA,"pf_all_XY","Salix pulchra","Salix","SDECI","Salix pulchra","CTL",49.5495495495495,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",49.5495495495495,"None",49.5495495495495,45.045045045045,5.40540540540541,"None",48.2251259767977,5.23779170271643,46.5370823204859,5,6,5,9
"3950","ATQASUK:AG:AGCH03:2016","ATQASUK:AG:AGCH03","ATQASUK:AG","ATQASUK","AG","AGCH03",2016,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",45.6,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",48,"None",44,48,8,"None",37.8651474764537,10.0459011294781,52.0889513940682,6,7,6,9
"3951","ATQASUK:AG:AGCH02:2016","ATQASUK:AG:AGCH02","ATQASUK:AG","ATQASUK","AG","AGCH02",2016,"LIVE",NA,"pf_all_XY","Ledum palustre","Ledum","SEVER","Ledum palustre","CTL",17.5,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",53.75,"Shrub-Dominated",53.75,46.25,0,"Shrub-Dominated",45.9151436305748,1.66981617522903,52.4150401941962,7,9,7,9
"3952","ATQASUK:AG:AGCI03:2016","ATQASUK:AG:AGCI03","ATQASUK:AG","ATQASUK","AG","AGCI03",2016,"LIVE",NA,"pf_all_XY","Ledum palustre","Ledum","SEVER","Ledum palustre","CTL",20,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",76,"Shrub-Dominated",76,10.6666666666667,13.3333333333333,"Shrub-Dominated",72.6373504274241,17.0464249838335,10.3162245887423,6,6,6,9
"3953","ATQASUK:AG:AGCI04:2016","ATQASUK:AG:AGCI04","ATQASUK:AG","ATQASUK","AG","AGCI04",2016,"LIVE",NA,"pf_all_XY","Betula nana","Betula","SDECI","Betula nana","CTL",46.2025316455696,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",87.3417721518987,"Shrub-Dominated",87.3417721518987,9.49367088607595,3.16455696202532,"Shrub-Dominated",82.9869561672366,6.47461468156321,10.5384291512002,9,10,9,9
"3954","ATQASUK:AG:AGCI06:2016","ATQASUK:AG:AGCI06","ATQASUK:AG","ATQASUK","AG","AGCI06",2016,"LIVE",NA,"pf_all_XY","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",82.6666666666667,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",82.6666666666667,"Graminoid-Dominated",17.3333333333333,82.6666666666667,0,"Graminoid-Dominated",23.6551784744547,2.77111444277861,73.5737070827667,3,6,3,9
"3955","ATQASUK:AG:AGCI11:2016","ATQASUK:AG:AGCI11","ATQASUK:AG","ATQASUK","AG","AGCI11",2016,"LIVE",NA,"pf_all_XY","Salix pulchra","Salix","SDECI","Salix pulchra","CTL",33.6538461538462,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",75.9615384615385,"Shrub-Dominated",75.9615384615385,24.0384615384615,0,"Shrub-Dominated",82.7666622046672,0.303030303030303,16.9303074923025,7,6,7,9
"3956","ATQASUK:AG:AGCJ11:2016","ATQASUK:AG:AGCJ11","ATQASUK:AG","ATQASUK","AG","AGCJ11",2016,"LIVE",NA,"pf_all_XY","Ledum palustre","Ledum","SEVER","Ledum palustre","CTL",11.6504854368932,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",69.9029126213592,"Shrub-Dominated",69.9029126213592,26.2135922330097,3.88349514563107,"Shrub-Dominated",73.7924863733951,3.26708806458978,22.9404255620151,8,8,8,9
"3957","ATQASUK:AG:AGCJ10:2016","ATQASUK:AG:AGCJ10","ATQASUK:AG","ATQASUK","AG","AGCJ10",2016,"LIVE",NA,"pf_all_XY","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",72.0930232558139,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",86.046511627907,"Graminoid-Dominated",13.953488372093,86.046511627907,0,"Graminoid-Dominated",21.9633545573674,0,78.0366454426326,4,4,4,9
"3958","ATQASUK:AG:AGCJ09:2016","ATQASUK:AG:AGCJ09","ATQASUK:AG","ATQASUK","AG","AGCJ09",2016,"LIVE",NA,"pf_all_XY","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",100,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",100,"Graminoid-Dominated",0,100,0,"Graminoid-Dominated",0,1.21951219512195,98.780487804878,1,1,1,9
"3959","ATQASUK:AG:AGCJ05:2016","ATQASUK:AG:AGCJ05","ATQASUK:AG","ATQASUK","AG","AGCJ05",2016,"LIVE",NA,"pf_all_XY","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",40.1869158878505,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",40.1869158878505,"None",55.1401869158878,40.1869158878505,4.67289719626168,"Shrub-Dominated",53.5543168870921,4.26569518129633,42.1799879316115,4,5,4,9
"3960","ATQASUK:AG:AGCJ03:2016","ATQASUK:AG:AGCJ03","ATQASUK:AG","ATQASUK","AG","AGCJ03",2016,"LIVE",NA,"pf_all_XY","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",24.2718446601942,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",40.7766990291262,"None",42.7184466019417,40.7766990291262,16.504854368932,"None",40.8058316351952,14.7161200603097,44.4780483044951,7,8,7,9
"3961","ATQASUK:AG:AGCJ02:2016","ATQASUK:AG:AGCJ02","ATQASUK:AG","ATQASUK","AG","AGCJ02",2016,"LIVE",NA,"pf_all_XY","Vaccinium vitis-idaea","Vaccinium","SEVER","Vaccinium vitis-idaea","CTL",23.3766233766234,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",53.2467532467532,"Shrub-Dominated",53.2467532467532,44.1558441558442,2.5974025974026,"Shrub-Dominated",42.0334576268174,5.12255643735172,52.8439859358309,7,7,7,9
"3962","ATQASUK:AG:AGCH06:2017","ATQASUK:AG:AGCH06","ATQASUK:AG","ATQASUK","AG","AGCH06",2017,"LIVE",NA,"pf_all_XY","Eriophorum angustifolium","Eriophorum","SEDGE","Eriophorum angustifolium","CTL",12.1951219512195,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",100,"Graminoid-Dominated",0,100,0,"Graminoid-Dominated",0,0,100,3,2,3,7
"3963","ATQASUK:AG:AGCE06:2017","ATQASUK:AG:AGCE06","ATQASUK:AG","ATQASUK","AG","AGCE06",2017,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",45.7364341085271,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",45.7364341085271,"None",54.2635658914729,45.7364341085271,0,"Shrub-Dominated",56.0916174604627,6.89693671568561,37.0114458238517,5,6,5,9
"3964","ATQASUK:AG:AGCF06:2017","ATQASUK:AG:AGCF06","ATQASUK:AG","ATQASUK","AG","AGCF06",2017,"LIVE",NA,"pf_all_XY","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",22.4489795918367,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",23.469387755102,"None",68.3673469387755,23.469387755102,8.16326530612245,"Shrub-Dominated",67.9769695746238,10.3413945453454,21.6816358800308,10,8,10,9
"3965","ATQASUK:AG:AGCF05:2017","ATQASUK:AG:AGCF05","ATQASUK:AG","ATQASUK","AG","AGCF05",2017,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",32.2222222222222,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",56.1111111111111,"Graminoid-Dominated",43.8888888888889,56.1111111111111,0,"Graminoid-Dominated",49.0489828784822,0,50.9510171215178,5,6,5,9
"3966","ATQASUK:AG:AGCE02:2017","ATQASUK:AG:AGCE02","ATQASUK:AG","ATQASUK","AG","AGCE02",2017,"LIVE",NA,"pf_all_XY","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",38.5826771653543,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",40.9448818897638,"None",58.2677165354331,40.9448818897638,0.78740157480315,"Shrub-Dominated",65.8192874575648,0.0874890638670166,34.0932234785682,8,7,8,9
"3967","ATQASUK:AG:AGCJ04:2017","ATQASUK:AG:AGCJ04","ATQASUK:AG","ATQASUK","AG","AGCJ04",2017,"LIVE",NA,"pf_all_XY","Betula nana","Betula","SDECI","Betula nana","CTL",32.3529411764706,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",54.4117647058824,"Shrub-Dominated",54.4117647058824,45.5882352941176,0,"Shrub-Dominated",56.4918757986646,0,43.5081242013354,8,7,8,9
"3968","ATQASUK:AG:AGCG03:2017","ATQASUK:AG:AGCG03","ATQASUK:AG","ATQASUK","AG","AGCG03",2017,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",31.3333333333333,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",79.3333333333333,"Graminoid-Dominated",20.6666666666667,79.3333333333333,0,"Graminoid-Dominated",25.9157236168007,0,74.0842763831993,7,7,7,9
"3969","ATQASUK:AG:AGCG06:2017","ATQASUK:AG:AGCG06","ATQASUK:AG","ATQASUK","AG","AGCG06",2017,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",20.4081632653061,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",37.7551020408163,"None",59.1836734693878,37.7551020408163,3.06122448979592,"Shrub-Dominated",57.7893924661147,2.9847236435554,39.2258838903299,7,7,7,9
"3970","ATQASUK:AG:AGCI03:2017","ATQASUK:AG:AGCI03","ATQASUK:AG","ATQASUK","AG","AGCI03",2017,"LIVE",NA,"pf_all_XY","Ledum palustre","Ledum","SEVER","Ledum palustre","CTL",23.3333333333333,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",74.4444444444444,"Shrub-Dominated",74.4444444444444,10,15.5555555555556,"Shrub-Dominated",72.6373504274241,17.0464249838335,10.3162245887423,6,6,6,9
"3971","ATQASUK:AG:AGCJ02:2017","ATQASUK:AG:AGCJ02","ATQASUK:AG","ATQASUK","AG","AGCJ02",2017,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",23.6363636363636,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",57.2727272727273,"Graminoid-Dominated",39.0909090909091,57.2727272727273,3.63636363636364,"Graminoid-Dominated",42.0334576268174,5.12255643735172,52.8439859358309,7,7,7,9
"3972","ATQASUK:AG:AGCH03:2017","ATQASUK:AG:AGCH03","ATQASUK:AG","ATQASUK","AG","AGCH03",2017,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",48.3221476510067,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",51.006711409396,"Graminoid-Dominated",38.255033557047,51.006711409396,10.738255033557,"Graminoid-Dominated",37.8651474764537,10.0459011294781,52.0889513940682,7,7,7,9
"3973","ATQASUK:AG:AGCH04:2017","ATQASUK:AG:AGCH04","ATQASUK:AG","ATQASUK","AG","AGCH04",2017,"LIVE",NA,"pf_all_XY","Hierochloe alpina","Hierochloe","GRASS","Hierochloe alpina","CTL",1.94805194805195,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",45.4545454545455,"None",50,45.4545454545455,4.54545454545455,"None",48.2251259767977,5.23779170271643,46.5370823204859,7,6,7,9
"3974","ATQASUK:AG:AGCG02:2017","ATQASUK:AG:AGCG02","ATQASUK:AG","ATQASUK","AG","AGCG02",2017,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",63.3928571428571,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",74.1071428571428,"Graminoid-Dominated",25.8928571428571,74.1071428571428,0,"Graminoid-Dominated",27.4269197641724,0,72.5730802358275,5,5,5,9
"3975","ATQASUK:AG:AGCF02:2017","ATQASUK:AG:AGCF02","ATQASUK:AG","ATQASUK","AG","AGCF02",2017,"LIVE",NA,"pf_all_XY","Ledum palustre","Ledum","SEVER","Ledum palustre","CTL",6.56934306569343,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",40.1459854014599,"None",40.1459854014599,51.8248175182482,8.02919708029197,"Graminoid-Dominated",45.8261651602434,4.13344731795985,50.0403875217967,8,8,8,9
"3976","ATQASUK:AG:AGCE04:2017","ATQASUK:AG:AGCE04","ATQASUK:AG","ATQASUK","AG","AGCE04",2017,"LIVE",NA,"pf_all_XY","Ledum palustre","Ledum","SEVER","Ledum palustre","CTL",35.7142857142857,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",66.0714285714286,"Shrub-Dominated",66.0714285714286,33.9285714285714,0,"Shrub-Dominated",75.2277365775152,0,24.7722634224848,7,6,7,9
"3977","ATQASUK:AG:AGCG05:2017","ATQASUK:AG:AGCG05","ATQASUK:AG","ATQASUK","AG","AGCG05",2017,"LIVE",NA,"pf_all_XY","Salix pulchra","Salix","SDECI","Salix pulchra","CTL",43.0769230769231,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",53.8461538461539,"Shrub-Dominated",53.8461538461539,46.1538461538462,0,"Shrub-Dominated",49.8200126327057,0,50.1799873672943,5,5,5,9
"3978","ATQASUK:AG:AGCI04:2017","ATQASUK:AG:AGCI04","ATQASUK:AG","ATQASUK","AG","AGCI04",2017,"LIVE",NA,"pf_all_XY","Rubus chamaemorus","Rubus","FORB","Rubus chamaemorus","CTL",6.33484162895928,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Forb",7.23981900452489,"None",79.6380090497738,13.1221719457014,7.23981900452489,"Shrub-Dominated",82.9869561672366,6.47461468156321,10.5384291512002,10,10,10,9
"3979","ATQASUK:AG:AGCJ03:2017","ATQASUK:AG:AGCJ03","ATQASUK:AG","ATQASUK","AG","AGCJ03",2017,"LIVE",NA,"pf_all_XY","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",28.3185840707965,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",59.2920353982301,"Graminoid-Dominated",28.3185840707965,59.2920353982301,12.3893805309735,"Graminoid-Dominated",40.8058316351952,14.7161200603097,44.4780483044951,10,8,10,9
"3980","ATQASUK:AG:AGCE03:2017","ATQASUK:AG:AGCE03","ATQASUK:AG","ATQASUK","AG","AGCE03",2017,"LIVE",NA,"pf_all_XY","Cassiope tetragona","Cassiope","SEVER","Cassiope tetragona","CTL",4.46428571428571,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",25,"None",25,75,0,"Graminoid-Dominated",28.0560129789239,0,71.9439870210761,5,5,5,9
"3981","ATQASUK:AG:AGCH02:2017","ATQASUK:AG:AGCH02","ATQASUK:AG","ATQASUK","AG","AGCH02",2017,"LIVE",NA,"pf_all_XY","Eriophorum angustifolium","Eriophorum","SEDGE","Eriophorum angustifolium","CTL",5.15463917525773,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",52.5773195876289,"Graminoid-Dominated",46.3917525773196,52.5773195876289,1.03092783505155,"Graminoid-Dominated",45.9151436305748,1.66981617522903,52.4150401941962,10,9,10,9
"3982","ATQASUK:AG:AGCI06:2017","ATQASUK:AG:AGCI06","ATQASUK:AG","ATQASUK","AG","AGCI06",2017,"LIVE",NA,"pf_all_XY","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",67,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",81,"Graminoid-Dominated",19,81,0,"Graminoid-Dominated",23.6551784744547,2.77111444277861,73.5737070827667,6,6,6,9
"3983","ATQASUK:AG:AGCJ05:2017","ATQASUK:AG:AGCJ05","ATQASUK:AG","ATQASUK","AG","AGCJ05",2017,"LIVE",NA,"pf_all_XY","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",48.1203007518797,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",48.8721804511278,"None",48.1203007518797,48.8721804511278,3.00751879699248,"None",53.5543168870921,4.26569518129633,42.1799879316115,5,5,5,9
"3984","ATQASUK:AG:AGCE02:2018","ATQASUK:AG:AGCE02","ATQASUK:AG","ATQASUK","AG","AGCE02",2018,"LIVE",NA,"pf_all_XY","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",45.8333333333333,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",47.2222222222222,"None",52.7777777777778,47.2222222222222,0,"Shrub-Dominated",65.8192874575648,0.0874890638670166,34.0932234785682,5,7,5,9
"3985","ATQASUK:AG:AGCE03:2018","ATQASUK:AG:AGCE03","ATQASUK:AG","ATQASUK","AG","AGCE03",2018,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",57.5757575757576,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",76.5151515151515,"Graminoid-Dominated",23.4848484848485,76.5151515151515,0,"Graminoid-Dominated",28.0560129789239,0,71.9439870210761,5,5,5,9
"3986","ATQASUK:AG:AGCE04:2018","ATQASUK:AG:AGCE04","ATQASUK:AG","ATQASUK","AG","AGCE04",2018,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",30.1587301587302,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",31.7460317460317,"None",68.2539682539683,31.7460317460317,0,"Shrub-Dominated",75.2277365775152,0,24.7722634224848,6,6,6,9
"3987","ATQASUK:AG:AGCI03:2018","ATQASUK:AG:AGCI03","ATQASUK:AG","ATQASUK","AG","AGCI03",2018,"LIVE",NA,"pf_all_XY","Betula nana","Betula","SDECI","Betula nana","CTL",32.5581395348837,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",74.4186046511628,"Shrub-Dominated",74.4186046511628,11.6279069767442,13.953488372093,"Shrub-Dominated",72.6373504274241,17.0464249838335,10.3162245887423,5,6,5,9
"3988","ATQASUK:AG:AGCG05:2018","ATQASUK:AG:AGCG05","ATQASUK:AG","ATQASUK","AG","AGCG05",2018,"LIVE",NA,"pf_all_XY","Cassiope tetragona","Cassiope","SEVER","Cassiope tetragona","CTL",10.8108108108108,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",51.3513513513514,"Shrub-Dominated",51.3513513513514,48.6486486486487,0,"Shrub-Dominated",49.8200126327057,0,50.1799873672943,5,5,5,9
